200.0 200.0 1.2118
200.0 300.0 1.3571
200.0 400.0 1.4462
200.0 500.0 1.5085
200.0 600.0 1.5571000000000002
200.0 700.0 1.5977000000000001
200.0 800.0 1.6357
200.0 900.0 1.6713
200.0 1000.0 1.7063000000000001
200.0 1100.0 1.7426
200.0 1200.0 1.7793
200.0 1300.0 1.8173
200.0 1400.0 1.8569
200.0 1500.0 1.8988
200.0 1600.0 1.9428
200.0 1700.0 1.9895
200.0 1800.0 2.0388
200.0 1900.0 2.0913
200.0 2000.0 2.1471
200.0 2100.0 2.2059
200.0 2200.0 2.27
200.0 2300.0 2.3358
200.0 2400.0 2.4093
200.0 2500.0 2.4828
200.0 2600.0 2.5632
200.0 2700.0 2.6489000000000003
200.0 2800.0 2.7398
200.0 2900.0 2.8154
200.0 3000.0 2.8969

300.0 200.0 1.1918
300.0 300.0 1.254
300.0 400.0 1.3725
300.0 500.0 1.4567
300.0 600.0 1.5224
300.0 700.0 1.5769
300.0 800.0 1.625
300.0 900.0 1.6686
300.0 1000.0 1.7109999999999999
300.0 1100.0 1.7527
300.0 1200.0 1.7949000000000002
300.0 1300.0 1.8380999999999998
300.0 1400.0 1.883
300.0 1500.0 1.9296
300.0 1600.0 1.9782
300.0 1700.0 2.0293
300.0 1800.0 2.0834
300.0 1900.0 2.1403
300.0 2000.0 2.2008
300.0 2100.0 2.2645
300.0 2200.0 2.3326000000000002
300.0 2300.0 2.4047
300.0 2400.0 2.4837 
300.0 2500.0 2.5627
300.0 2600.0 2.6492
300.0 2700.0 2.741
300.0 2800.0 2.8173
300.0 2900.0 2.8998
300.0 3000.0 2.9869

400.0 200.0 1.2561
400.0 300.0 1.227
400.0 400.0 1.2968
400.0 500.0 1.4013
400.0 600.0 1.4815
400.0 700.0 1.55
400.0 800.0 1.6094
400.0 900.0 1.6638
400.0 1000.0 1.7147000000000001
400.0 1100.0 1.7628
400.0 1200.0 1.8111000000000002
400.0 1300.0 1.8597000000000001
400.0 1400.0 1.9096
400.0 1500.0 1.9609999999999999
400.0 1600.0 2.0144
400.0 1700.0 2.0704
400.0 1800.0 2.1291
400.0 1900.0 2.1908
400.0 2000.0 2.2559
400.0 2100.0 2.3253
400.0 2200.0 2.3984
400.0 2300.0 2.4758
400.0 2400.0 2.5583
400.0 2500.0 2.6458
400.0 2600.0 2.7382
400.0 2700.0 2.8148999999999997
400.0 2800.0 2.8979
400.0 2900.0 2.9861
400.0 3000.0 3.0799

500.0 200.0 1.3153000000000001
500.0 300.0 1.2792
500.0 400.0 1.2715
500.0 500.0 1.343
500.0 600.0 1.4403000000000001
500.0 700.0 1.5189
500.0 800.0 1.5899
500.0 900.0 1.6543
500.0 1000.0 1.7144
500.0 1100.0 1.772
500.0 1200.0 1.827
500.0 1300.0 1.8816000000000002
500.0 1400.0 1.937
500.0 1500.0 1.9938
500.0 1600.0 2.0522
500.0 1700.0 2.113
500.0 1800.0 2.1764
500.0 1900.0 2.2432
500.0 2000.0 2.3137
500.0 2100.0 2.3881
500.0 2200.0 2.4664
500.0 2300.0 2.5496
500.0 2400.0 2.638
500.0 2500.0 2.7312
500.0 2600.0 2.809
500.0 2700.0 2.8911
500.0 2800.0 2.9813
500.0 2900.0 3.0761
500.0 3000.0 3.1775

600.0 200.0 1.3519
600.0 300.0 1.3411
600.0 400.0 1.3167
600.0 500.0 1.322
600.0 600.0 1.3948
600.0 700.0 1.4891
600.0 800.0 1.5683
600.0 900.0 1.6421000000000001
600.0 1000.0 1.7116
600.0 1100.0 1.7770000000000001
600.0 1200.0 1.8414000000000001
600.0 1300.0 1.9035
600.0 1400.0 1.9646
600.0 1500.0 2.0272
600.0 1600.0 2.0914
600.0 1700.0 2.1573
600.0 1800.0 2.2259
600.0 1900.0 2.2979
600.0 2000.0 2.3737
600.0 2100.0 2.4534000000000002
600.0 2200.0 2.5374
600.0 2300.0 2.6265
600.0 2400.0 2.7207
600.0 2500.0 2.7989
600.0 2600.0 2.882
600.0 2700.0 2.9726
600.0 2800.0 3.0679
600.0 2900.0 3.1684
600.0 3000.0 3.2795

700.0 200.0 1.3836
700.0 300.0 1.3843
700.0 400.0 1.3780999999999999
700.0 500.0 1.365
700.0 600.0 1.3799000000000001
700.0 700.0 1.4549
700.0 800.0 1.5476
700.0 900.0 1.6284999999999998
700.0 1000.0 1.7064
700.0 1100.0 1.7808000000000002
700.0 1200.0 1.8524
700.0 1300.0 1.9235
700.0 1400.0 1.9927000000000001
700.0 1500.0 2.0612
700.0 1600.0 2.1313
700.0 1700.0 2.2035
700.0 1800.0 2.2778
700.0 1900.0 2.3552
700.0 2000.0 2.4365
700.0 2100.0 2.5220000000000002
700.0 2200.0 2.6118
700.0 2300.0 2.7066
700.0 2400.0 2.7854
700.0 2500.0 2.8696
700.0 2600.0 2.9603
700.0 2700.0 3.0581
700.0 2800.0 3.1584
700.0 2900.0 3.2694
700.0 3000.0 3.3871

800.0 200.0 1.4159
800.0 300.0 1.4214
800.0 400.0 1.4245999999999999
800.0 500.0 1.4232
800.0 600.0 1.4211
800.0 700.0 1.4447999999999999
800.0 800.0 1.5231
800.0 900.0 1.616
800.0 1000.0 1.6999
800.0 1100.0 1.7822
800.0 1200.0 1.8628
800.0 1300.0 1.9409
800.0 1400.0 2.019
800.0 1500.0 2.0958
800.0 1600.0 2.1725
800.0 1700.0 2.2509
800.0 1800.0 2.3317
800.0 1900.0 2.415
800.0 2000.0 2.5021
800.0 2100.0 2.5936
800.0 2200.0 2.6896
800.0 2300.0 2.7692
800.0 2400.0 2.8541
800.0 2500.0 2.9447
800.0 2600.0 3.0414
800.0 2700.0 3.1448
800.0 2800.0 3.2554
800.0 2900.0 3.3737
800.0 3000.0 3.5002

900.0 200.0 1.4477
900.0 300.0 1.4573
900.0 400.0 1.4673
900.0 500.0 1.4733
900.0 600.0 1.479
900.0 700.0 1.4867
900.0 800.0 1.5186
900.0 900.0 1.6002
900.0 1000.0 1.6949999999999998
900.0 1100.0 1.7827
900.0 1200.0 1.8708
900.0 1300.0 1.9575
900.0 1400.0 2.0429
900.0 1500.0 2.1293
900.0 1600.0 2.2144
900.0 1700.0 2.2998
900.0 1800.0 2.3871
900.0 1900.0 2.4775
900.0 2000.0 2.5705
900.0 2100.0 2.6687
900.0 2200.0 2.7495000000000003
900.0 2300.0 2.8355
900.0 2400.0 2.9267
900.0 2500.0 3.0238
900.0 2600.0 3.1273
900.0 2700.0 3.2386
900.0 2800.0 3.3572
900.0 2900.0 3.484
900.0 3000.0 3.6192

1000.0 200.0 1.4878
1000.0 300.0 1.4942
1000.0 400.0 1.5081
1000.0 500.0 1.5224
1000.0 600.0 1.5345
1000.0 700.0 1.5451000000000001
1000.0 800.0 1.5619
1000.0 900.0 1.6012
1000.0 1000.0 1.6872
1000.0 1100.0 1.7852999999999999
1000.0 1200.0 1.8780000000000001
1000.0 1300.0 1.9723000000000002
1000.0 1400.0 2.0667
1000.0 1500.0 2.1606
1000.0 1600.0 2.2555
