200.0 200.0 1.5398
200.0 300.0 1.6582
200.0 400.0 1.6848
200.0 500.0 1.6921
200.0 600.0 1.6867999999999999
200.0 700.0 1.6798
200.0 800.0 1.6726999999999999
200.0 900.0 1.6646999999999998
200.0 1000.0 1.6600000000000001
200.0 1100.0 1.6556
200.0 1200.0 1.6522999999999999
200.0 1300.0 1.6503999999999999
200.0 1400.0 1.6473
200.0 1500.0 1.6454
200.0 1600.0 1.6436
200.0 1700.0 1.6425999999999998
200.0 1800.0 1.6415
200.0 1900.0 1.6404
200.0 2000.0 1.6397
200.0 2100.0 1.6391
200.0 2200.0 1.6385
200.0 2300.0 1.6385
200.0 2400.0 1.6385
200.0 2500.0 1.6385
200.0 2600.0 1.6385
200.0 2700.0 1.6385
200.0 2800.0 1.6385
200.0 2900.0 1.6385
200.0 3000.0 1.6385

300.0 200.0 1.7686
300.0 300.0 1.6947
300.0 400.0 1.8075999999999999
300.0 500.0 1.8413
300.0 600.0 1.8546
300.0 700.0 1.8569
300.0 800.0 1.8492
300.0 900.0 1.8399
300.0 1000.0 1.8284
300.0 1100.0 1.8187
300.0 1200.0 1.8113000000000001
300.0 1300.0 1.8035
300.0 1400.0 1.7966
300.0 1500.0 1.7925
300.0 1600.0 1.7862
300.0 1700.0 1.783
300.0 1800.0 1.7793999999999999
300.0 1900.0 1.7785
300.0 2000.0 1.7746
300.0 2100.0 1.7721
300.0 2200.0 1.771
300.0 2300.0 1.7691
300.0 2400.0 1.7678
300.0 2500.0 1.7666
300.0 2600.0 1.7654999999999998
300.0 2700.0 1.7645
300.0 2800.0 1.7635999999999998
300.0 2900.0 1.7628
300.0 3000.0 1.7621

400.0 200.0 2.0189
400.0 300.0 1.8603
400.0 400.0 1.8542
400.0 500.0 1.9649999999999999
400.0 600.0 1.9996
400.0 700.0 2.013
400.0 800.0 2.0206
400.0 900.0 2.0184
400.0 1000.0 1.9995
400.0 1100.0 1.9856
400.0 1200.0 1.9757
400.0 1300.0 1.9569999999999999
400.0 1400.0 1.9461
400.0 1500.0 1.9351
400.0 1600.0 1.9289
400.0 1700.0 1.92
400.0 1800.0 1.911
400.0 1900.0 1.9058000000000002
400.0 2000.0 1.8999000000000001
400.0 2100.0 1.8949
400.0 2200.0 1.8915
400.0 2300.0 1.8874
400.0 2400.0 1.8845
400.0 2500.0 1.8817
400.0 2600.0 1.8791
400.0 2700.0 1.8767
400.0 2800.0 1.8748
400.0 2900.0 1.8728
400.0 3000.0 1.871

500.0 200.0 2.1891
500.0 300.0 2.1082
500.0 400.0 1.9874
500.0 500.0 2.0262000000000002
500.0 600.0 2.1383
500.0 700.0 2.1738
500.0 800.0 2.1857
500.0 900.0 2.1907
500.0 1000.0 2.1872
500.0 1100.0 2.1683
500.0 1200.0 2.1476
500.0 1300.0 2.1248
500.0 1400.0 2.1078
500.0 1500.0 2.0927
500.0 1600.0 2.0783
500.0 1700.0 2.0616
500.0 1800.0 2.0494
500.0 1900.0 2.0387
500.0 2000.0 2.0282
500.0 2100.0 2.0206
500.0 2200.0 2.0107
500.0 2300.0 2.0039
500.0 2400.0 1.9978
500.0 2500.0 1.9929000000000001
500.0 2600.0 1.988
500.0 2700.0 1.9832
500.0 2800.0 1.9792999999999998
500.0 2900.0 1.9757
500.0 3000.0 1.9723000000000002

600.0 200.0 2.2673
600.0 300.0 2.2942
600.0 400.0 2.2274
600.0 500.0 2.1431
600.0 600.0 2.2153
600.0 700.0 2.3317
600.0 800.0 2.3629
600.0 900.0 2.3796
600.0 1000.0 2.3837
600.0 1100.0 2.3714
600.0 1200.0 2.3483
600.0 1300.0 2.3263
600.0 1400.0 2.2922000000000002
600.0 1500.0 2.2720000000000002
600.0 1600.0 2.2442
